"Account_Age_Days,Login_Frequency,Daily_Usage_Mins,Last_Support_Ticket,Churn,Account_Age_Months,Contract_Type,Tenure_Range,Risk_Score,Risk_Level"
"974,1,7,The app crashes every time I try to upload a CSV.,1,32.46666666666667,Biennial,2+ Years,0.965,Very High"
"954,2,12,I've been waiting for support for 3 days. I'm cancelling.,1,31.8,Biennial,2+ Years,0.785,High"
"864,0,49,When will the maintenance window end?,0,28.8,Biennial,2+ Years,0.035,Low"
"118,0,65,This tool has saved my team so much time.,0,3.933333333333333,Month-to-month,0-6 Months,0.0,Low"
"664,0,65,Customer support was super helpful yesterday. Thanks!,0,22.133333333333333,Annual,1-2 Years,0.0,Low"
"403,2,48,Just checking if my payment went through.,0,13.433333333333334,Annual,1-2 Years,0.045,Low"
"1032,2,2,The UI is too confusing. I can't find the export button.,1,34.4,Biennial,2+ Years,0.895,Very High"
"529,2,28,Just checking if my payment went through.,0,17.633333333333333,Annual,1-2 Years,0.195,Low"
"593,0,51,This tool has saved my team so much time.,0,19.766666666666666,Annual,1-2 Years,0.0,Low"
"734,0,106,This tool has saved my team so much time.,0,24.466666666666665,Biennial,2+ Years,0.0,Low"
"282,0,56,Just checking if my payment went through.,1,9.4,Month-to-month,6-12 Months,0.735,High"
"528,2,5,The app crashes every time I try to upload a CSV.,0,17.6,Annual,1-2 Years,0.36,Low"
"1073,0,27,Just checking if my payment went through.,0,35.766666666666666,Biennial,2+ Years,0.05,Low"
"444,0,47,Customer support was super helpful yesterday. Thanks!,0,14.8,Annual,1-2 Years,0.0,Low"
"586,0,15,Can I add more seats to my current plan?,1,19.533333333333335,Annual,1-2 Years,0.695,High"
"113,1,12,I've been waiting for support for 3 days. I'm cancelling.,1,3.7666666666666666,Month-to-month,0-6 Months,0.965,Very High"
"844,0,32,Can I add more seats to my current plan?,0,28.133333333333333,Biennial,2+ Years,0.14,Low"
"925,1,8,I'm very frustrated with the downtime. This is unacceptable.,1,30.833333333333332,Biennial,2+ Years,1.0,Very High"
"362,0,54,I love the new analytics feature! Great job.,0,12.066666666666666,Annual,6-12 Months,0.01,Low"
"984,0,26,Can I add more seats to my current plan?,0,32.8,Biennial,2+ Years,0.035,Low"
"961,1,6,The UI is too confusing. I can't find the export button.,1,32.03333333333333,Biennial,2+ Years,0.98,Very High"
"363,0,58,Just checking if my payment went through.,0,12.1,Annual,6-12 Months,0.095,Low"
"106,2,18,How do I change my password?,0,3.533333333333333,Month-to-month,0-6 Months,0.125,Low"
"925,2,13,The UI is too confusing. I can't find the export button.,1,30.833333333333332,Biennial,2+ Years,0.995,Very High"
"867,2,9,The app crashes every time I try to upload a CSV.,0,28.9,Biennial,2+ Years,0.23,Low"
"477,0,21,When will the maintenance window end?,0,15.9,Annual,1-2 Years,0.08,Low"
"818,0,51,I need to update my billing address.,0,27.266666666666666,Biennial,2+ Years,0.005,Low"
"1040,2,11,I'm very frustrated with the downtime. This is unacceptable.,1,34.666666666666664,Biennial,2+ Years,0.82,Very High"
"407,2,14,The app crashes every time I try to upload a CSV.,1,13.566666666666666,Annual,1-2 Years,0.99,Very High"
"594,0,57,I need to update my billing address.,0,19.8,Annual,1-2 Years,0.005,Low"
"1044,0,33,Just checking if my payment went through.,1,34.8,Biennial,2+ Years,0.61,High"
"427,0,63,The integration with Slack works perfectly.,0,14.233333333333333,Annual,1-2 Years,0.0,Low"
"437,2,11,The app crashes every time I try to upload a CSV.,1,14.566666666666666,Annual,1-2 Years,0.975,Very High"
"446,2,44,Can I add more seats to my current plan?,0,14.866666666666667,Annual,1-2 Years,0.095,Low"
"824,0,63,This tool has saved my team so much time.,0,27.466666666666665,Biennial,2+ Years,0.0,Low"
"129,0,35,When will the maintenance window end?,0,4.3,Month-to-month,0-6 Months,0.06,Low"
"960,0,24,How do I change my password?,0,32.0,Biennial,2+ Years,0.115,Low"
"303,0,109,The integration with Slack works perfectly.,0,10.1,Month-to-month,6-12 Months,0.0,Low"
"287,2,30,When will the maintenance window end?,0,9.566666666666666,Month-to-month,6-12 Months,0.06,Low"
"964,1,12,Why did my subscription price increase without notice?,1,32.13333333333333,Biennial,2+ Years,0.82,Very High"
"19,0,46,I need to update my billing address.,0,0.6333333333333333,Month-to-month,0-6 Months,0.265,Low"
"557,0,21,When will the maintenance window end?,0,18.566666666666666,Annual,1-2 Years,0.095,Low"
"992,1,2,The UI is too confusing. I can't find the export button.,1,33.06666666666667,Biennial,2+ Years,0.99,Very High"
"286,0,62,This tool has saved my team so much time.,0,9.533333333333333,Month-to-month,6-12 Months,0.0,Low"
"399,1,2,The app crashes every time I try to upload a CSV.,1,13.3,Annual,1-2 Years,1.0,Very High"
"881,0,33,How do I change my password?,0,29.366666666666667,Biennial,2+ Years,0.05,Low"
"567,0,32,Just checking if my payment went through.,0,18.9,Annual,1-2 Years,0.0,Low"
"561,2,17,How do I change my password?,0,18.7,Annual,1-2 Years,0.05,Low"
"1062,2,8,I'm very frustrated with the downtime. This is unacceptable.,1,35.4,Biennial,2+ Years,0.9,Very High"
"822,0,27,Is there a tutorial for the new dashboard feature?,0,27.4,Biennial,2+ Years,0.0,Low"
"828,2,58,Is there a tutorial for the new dashboard feature?,1,27.6,Biennial,2+ Years,0.67,High"
"893,2,48,Just checking if my payment went through.,0,29.766666666666666,Biennial,2+ Years,0.405,Medium"
"377,0,53,Can I add more seats to my current plan?,0,12.566666666666666,Annual,1-2 Years,0.035,Low"
"844,0,116,""Just upgraded to the Pro plan, excited to use it."",0,28.133333333333333,Biennial,2+ Years,0.05,Low"
"91,2,23,How do I change my password?,0,3.033333333333333,Month-to-month,0-6 Months,0.145,Low"
"25,2,36,How do I change my password?,0,0.8333333333333334,Month-to-month,0-6 Months,0.22,Low"
"791,2,43,I need to update my billing address.,0,26.366666666666667,Biennial,2+ Years,0.21,Low"
"190,1,4,Your API documentation is outdated and full of errors.,1,6.333333333333333,Month-to-month,6-12 Months,0.95,Very High"
"300,0,26,Is there a tutorial for the new dashboard feature?,0,10.0,Month-to-month,6-12 Months,0.045,Low"
"781,1,3,Why did my subscription price increase without notice?,1,26.033333333333335,Biennial,2+ Years,0.99,Very High"
"130,1,2,The app crashes every time I try to upload a CSV.,1,4.333333333333333,Month-to-month,0-6 Months,0.97,Very High"
"1071,1,12,Your API documentation is outdated and full of errors.,1,35.7,Biennial,2+ Years,0.805,Very High"
"758,2,8,The app crashes every time I try to upload a CSV.,1,25.266666666666666,Biennial,2+ Years,0.895,Very High"
"826,2,7,The UI is too confusing. I can't find the export button.,1,27.533333333333335,Biennial,2+ Years,0.95,Very High"
"672,0,16,Is there a tutorial for the new dashboard feature?,0,22.4,Annual,1-2 Years,0.155,Low"
"617,1,2,Your API documentation is outdated and full of errors.,1,20.566666666666666,Annual,1-2 Years,0.93,Very High"
"693,1,4,The app crashes every time I try to upload a CSV.,1,23.1,Annual,1-2 Years,0.98,Very High"
"144,0,95,The integration with Slack works perfectly.,0,4.8,Month-to-month,0-6 Months,0.125,Low"
"547,0,52,Is there a tutorial for the new dashboard feature?,0,18.233333333333334,Annual,1-2 Years,0.03,Low"
"444,2,2,I've been waiting for support for 3 days. I'm cancelling.,1,14.8,Annual,1-2 Years,0.895,Very High"
"1017,0,85,""Smooth experience so far, no complaints."",0,33.9,Biennial,2+ Years,0.13,Low"
"183,1,14,Your API documentation is outdated and full of errors.,1,6.1,Month-to-month,6-12 Months,0.96,Very High"
"707,2,52,Can I add more seats to my current plan?,0,23.566666666666666,Annual,1-2 Years,0.015,Low"
"798,2,53,When will the maintenance window end?,0,26.6,Biennial,2+ Years,0.03,Low"
"420,0,44,Is there a tutorial for the new dashboard feature?,0,14.0,Annual,1-2 Years,0.19,Low"
"455,2,42,When will the maintenance window end?,0,15.166666666666666,Annual,1-2 Years,0.3,Low"
"308,2,15,Is there a tutorial for the new dashboard feature?,0,10.266666666666667,Month-to-month,6-12 Months,0.03,Low"
"8,2,57,Just checking if my payment went through.,0,0.26666666666666666,Month-to-month,0-6 Months,0.21,Low"
"1094,2,26,Is there a tutorial for the new dashboard feature?,0,36.46666666666667,Biennial,2+ Years,0.12,Low"
"782,2,16,Can I add more seats to my current plan?,0,26.066666666666666,Biennial,2+ Years,0.04,Low"
"136,0,90,""Smooth experience so far, no complaints."",0,4.533333333333333,Month-to-month,0-6 Months,0.07,Low"
"308,2,19,I need to update my billing address.,0,10.266666666666667,Month-to-month,6-12 Months,0.105,Low"
"840,0,49,When will the maintenance window end?,0,28.0,Biennial,2+ Years,0.14,Low"
"134,2,58,When will the maintenance window end?,0,4.466666666666667,Month-to-month,0-6 Months,0.095,Low"
"578,0,42,Can I add more seats to my current plan?,0,19.266666666666666,Annual,1-2 Years,0.03,Low"
"793,1,4,The UI is too confusing. I can't find the export button.,1,26.433333333333334,Biennial,2+ Years,0.835,Very High"
"821,0,47,This tool has saved my team so much time.,0,27.366666666666667,Biennial,2+ Years,0.0,Low"
"13,1,3,I'm very frustrated with the downtime. This is unacceptable.,1,0.43333333333333335,Month-to-month,0-6 Months,0.99,Very High"
"1040,0,65,""Just upgraded to the Pro plan, excited to use it."",0,34.666666666666664,Biennial,2+ Years,0.01,Low"
"330,2,18,Is there a tutorial for the new dashboard feature?,0,11.0,Month-to-month,6-12 Months,0.05,Low"
"596,2,57,Can I add more seats to my current plan?,0,19.866666666666667,Annual,1-2 Years,0.8,Very High"
"889,2,19,Can I add more seats to my current plan?,0,29.633333333333333,Biennial,2+ Years,0.02,Low"
"13,0,40,Just checking if my payment went through.,0,0.43333333333333335,Month-to-month,0-6 Months,0.02,Low"
"480,0,71,""Smooth experience so far, no complaints."",0,16.0,Annual,1-2 Years,0.055,Low"
"934,0,59,Can I add more seats to my current plan?,1,31.133333333333333,Biennial,2+ Years,0.175,Low"
"703,1,14,The UI is too confusing. I can't find the export button.,1,23.433333333333334,Annual,1-2 Years,0.93,Very High"
"302,2,10,Why did my subscription price increase without notice?,1,10.066666666666666,Month-to-month,6-12 Months,0.985,Very High"
"325,2,29,When will the maintenance window end?,0,10.833333333333334,Month-to-month,6-12 Months,0.005,Low"
"1052,0,95,""Smooth experience so far, no complaints."",0,35.06666666666667,Biennial,2+ Years,0.075,Low"
"363,2,3,The app crashes every time I try to upload a CSV.,1,12.1,Annual,6-12 Months,1.0,Very High"
"375,2,51,Can I add more seats to my current plan?,0,12.5,Annual,1-2 Years,0.11,Low"
"498,2,57,Can I add more seats to my current plan?,1,16.6,Annual,1-2 Years,0.745,High"
"41,1,9,Why did my subscription price increase without notice?,1,1.3666666666666667,Month-to-month,0-6 Months,0.895,Very High"
"352,1,14,The app crashes every time I try to upload a CSV.,0,11.733333333333333,Month-to-month,6-12 Months,0.28,Low"
"511,2,59,Is there a tutorial for the new dashboard feature?,0,17.033333333333335,Annual,1-2 Years,0.16,Low"
"950,0,87,""Smooth experience so far, no complaints."",0,31.666666666666668,Biennial,2+ Years,0.155,Low"
"70,2,10,The app crashes every time I try to upload a CSV.,1,2.3333333333333335,Month-to-month,0-6 Months,0.935,Very High"
"649,2,59,I need to update my billing address.,0,21.633333333333333,Annual,1-2 Years,0.02,Low"
"912,2,40,How do I change my password?,0,30.4,Biennial,2+ Years,0.01,Low"
"560,2,12,The app crashes every time I try to upload a CSV.,1,18.666666666666668,Annual,1-2 Years,0.935,Very High"
"290,2,41,Just checking if my payment went through.,0,9.666666666666666,Month-to-month,6-12 Months,0.015,Low"
"219,0,25,I need to update my billing address.,0,7.3,Month-to-month,6-12 Months,0.085,Low"
"85,0,97,This tool has saved my team so much time.,0,2.8333333333333335,Month-to-month,0-6 Months,0.0,Low"
"414,2,12,Why did my subscription price increase without notice?,1,13.8,Annual,1-2 Years,0.875,Very High"
"795,0,33,Can I add more seats to my current plan?,1,26.5,Biennial,2+ Years,0.68,High"
"401,0,29,Is there a tutorial for the new dashboard feature?,1,13.366666666666667,Annual,1-2 Years,0.675,High"
"318,0,51,I need to update my billing address.,0,10.6,Month-to-month,6-12 Months,0.02,Low"
"346,0,104,The integration with Slack works perfectly.,0,11.533333333333333,Month-to-month,6-12 Months,0.05,Low"
"766,2,52,How do I change my password?,0,25.533333333333335,Biennial,2+ Years,0.045,Low"
"601,2,4,The UI is too confusing. I can't find the export button.,1,20.033333333333335,Annual,1-2 Years,0.835,Very High"
"1089,0,26,How do I change my password?,0,36.3,Biennial,2+ Years,0.025,Low"
"990,0,25,How do I change my password?,1,33.0,Biennial,2+ Years,0.59,Medium"
"607,2,52,How do I change my password?,0,20.233333333333334,Annual,1-2 Years,0.03,Low"
"13,0,48,Customer support was super helpful yesterday. Thanks!,0,0.43333333333333335,Month-to-month,0-6 Months,0.02,Low"
"598,1,11,The app crashes every time I try to upload a CSV.,1,19.933333333333334,Annual,1-2 Years,0.855,Very High"
"1019,1,5,The UI is too confusing. I can't find the export button.,1,33.96666666666667,Biennial,2+ Years,0.925,Very High"
"307,2,14,Why did my subscription price increase without notice?,1,10.233333333333333,Month-to-month,6-12 Months,0.945,Very High"
"893,0,117,Customer support was super helpful yesterday. Thanks!,1,29.766666666666666,Biennial,2+ Years,0.195,Low"
"650,2,6,I've been waiting for support for 3 days. I'm cancelling.,1,21.666666666666668,Annual,1-2 Years,0.96,Very High"
"670,2,8,The app crashes every time I try to upload a CSV.,1,22.333333333333332,Annual,1-2 Years,0.945,Very High"
"447,0,37,Just checking if my payment went through.,0,14.9,Annual,1-2 Years,0.145,Low"
"866,0,20,When will the maintenance window end?,0,28.866666666666667,Biennial,2+ Years,0.155,Low"
"516,0,57,When will the maintenance window end?,0,17.2,Annual,1-2 Years,0.015,Low"
"355,0,49,Just checking if my payment went through.,0,11.833333333333334,Month-to-month,6-12 Months,0.58,Medium"
"520,2,28,How do I change my password?,0,17.333333333333332,Annual,1-2 Years,0.13,Low"
"704,0,26,How do I change my password?,1,23.466666666666665,Annual,1-2 Years,0.1,Low"
"296,1,7,Why did my subscription price increase without notice?,1,9.866666666666667,Month-to-month,6-12 Months,0.795,High"
"379,2,47,Is there a tutorial for the new dashboard feature?,0,12.633333333333333,Annual,1-2 Years,0.005,Low"
"814,2,8,Your API documentation is outdated and full of errors.,0,27.133333333333333,Biennial,2+ Years,0.3,Low"
"1014,0,80,Customer support was super helpful yesterday. Thanks!,0,33.8,Biennial,2+ Years,0.06,Low"
"817,0,51,When will the maintenance window end?,1,27.233333333333334,Biennial,2+ Years,0.665,High"
"431,2,10,The UI is too confusing. I can't find the export button.,1,14.366666666666667,Annual,1-2 Years,0.965,Very High"
"496,1,11,The UI is too confusing. I can't find the export button.,1,16.533333333333335,Annual,1-2 Years,0.635,High"
"160,0,24,I need to update my billing address.,0,5.333333333333333,Month-to-month,0-6 Months,0.105,Low"
"868,0,69,This tool has saved my team so much time.,0,28.933333333333334,Biennial,2+ Years,0.0,Low"
"600,1,6,I've been waiting for support for 3 days. I'm cancelling.,1,20.0,Annual,1-2 Years,0.95,Very High"
"1037,2,14,Your API documentation is outdated and full of errors.,1,34.56666666666667,Biennial,2+ Years,0.95,Very High"
"1050,1,13,The UI is too confusing. I can't find the export button.,1,35.0,Biennial,2+ Years,0.9,Very High"
"72,2,30,Can I add more seats to my current plan?,0,2.4,Month-to-month,0-6 Months,0.03,Low"
"430,2,2,Why did my subscription price increase without notice?,1,14.333333333333334,Annual,1-2 Years,0.935,Very High"
"546,0,105,I love the new analytics feature! Great job.,0,18.2,Annual,1-2 Years,0.005,Low"
"822,1,3,I'm very frustrated with the downtime. This is unacceptable.,1,27.4,Biennial,2+ Years,0.99,Very High"
"749,0,22,Can I add more seats to my current plan?,1,24.966666666666665,Biennial,2+ Years,0.23,Low"
"911,0,108,""Smooth experience so far, no complaints."",1,30.366666666666667,Biennial,2+ Years,0.63,High"
"658,2,28,Can I add more seats to my current plan?,0,21.933333333333334,Annual,1-2 Years,0.7,High"
"1004,2,48,Is there a tutorial for the new dashboard feature?,0,33.46666666666667,Biennial,2+ Years,0.01,Low"
"1002,1,6,Why did my subscription price increase without notice?,1,33.4,Biennial,2+ Years,0.89,Very High"
